Date;SP500_LEVEL;SP500_NTM_EPS;SP500_DIV_YIELD;SPTSX_LEVEL;SPTSX_NTM_EPS;SPTSX_DIV_YIELD;MSCI_EAFE_LEVEL;MSCI_EAFE_NTM_EPS;MSCI_EAFE_DIV_YIELD;FTSE_TMX_UNIV_BOND_IDX_LEVEL;FTSE_TMX_CORP_BOND_IDX_LEVEL;CANADA_90D_RATE;CANADA_2Y_RATE;CANADA_10Y_RATE;CANADA_30Y_RATE;US_90D_RATE;US_2Y_RATE;US_10Y_RATE;US_30Y_RATE;GERMANY_90D_RATE;GERMANY_2Y_RATE;GERMANY_10Y_RATE;GERMANY_30Y_RATE;US_MANUFACTURING_PMI;EZ_MANUFACTURING_PMI;GLOBAL_MANUFACTURING_PMI;EMERGING_MANUFACTURING_PMI
2008-02-29;1330.63;96.78;2.15;13582.69;903.56;2.73;2070.06;170.04;3.47;670.127;697.344;3.036;2.783;3.64;4.09;1.838;1.6158;3.5092;4.4023;3.872;3.16;3.891;4.453;48.8;52.3;50.7;52.8
2008-01-31;1378.55;97.92;2.08;13155.1;912.56;2.75;2044.11;170.8;3.45;661.241;688.355;3.322;3.179;3.878;4.18;1.9409;2.0929;3.5931;4.3225;3.895;3.373;3.93;4.443;50.9;52.8;52;53.7
2007-12-31;1468.36;89.13;1.9;13833.06;821.99;2.48;2253.36;161.57;2.94;657.161;684.27;3.818;3.749;3.99;4.104;3.2368;3.0466;4.0232;4.4522;3.686;3.964;4.307;4.601;50.1;52.6;52;54.6
2007-11-30;1481.14;91.27;1.88;13689.12;826.18;2.55;2306.29;166.01;2.94;653.116;680.395;3.842;3.671;3.982;4.167;3.1445;2.9947;3.9379;4.379;3.858;3.831;4.126;4.553;51.5;52.8;52.4;54.2
2007-10-31;1549.38;93.22;1.8;14625;812.4;2.27;2388.74;163.65;2.79;643.655;676.639;3.927;4.159;4.307;4.379;3.9112;3.9452;4.4708;4.7457;3.857;4.056;4.239;4.491;52.8;51.5;52.4;55.4
2007-09-30;1526.75;94.33;1.81;14098.89;818.06;2.35;2300.38;161.95;2.85;639.615;671.661;3.953;4.081;4.344;4.444;3.7956;3.9835;4.5865;4.836;3.806;4.028;4.329;4.57;53.8;53.2;52.6;54.7
2007-08-31;1473.99;94.74;1.88;13660.48;826.96;2.44;2187.29;158.64;2.87;635.018;669.645;4.015;4.35;4.425;4.461;4.1059;4.132;4.5292;4.8224;3.914;4.013;4.242;4.484;52.2;54.3;52.6;54.4
2007-07-31;1455.28;94.66;1.89;13868.63;838.96;2.4;2227.5;157.5;2.83;629.639;665.376;4.547;4.623;4.534;4.461;4.9406;4.5174;4.7388;4.9019;4.062;4.299;4.347;4.459;51.8;54.9;53;53.6
2007-06-30;1503.35;93.4;1.81;13906.57;847.01;2.38;2262.24;153.92;2.72;628.899;666.963;4.325;4.589;4.555;4.489;4.802;4.8582;5.0244;5.1239;4.007;4.462;4.574;4.674;54;55.6;53.7;54.6
2007-05-31;1530.62;93.16;1.77;14056.78;845.72;2.33;2263.21;152.12;2.68;630.571;668.11;4.259;4.581;4.49;4.387;4.7311;4.9081;4.8879;5.0098;4.075;4.394;4.422;4.519;53.1;55;53.3;53.2
2007-04-30;1482.37;92.71;1.83;13416.68;861.24;2.42;2235.4;151.82;2.71;639.781;677.069;4.133;4.144;4.154;4.194;4.8401;4.591;4.6222;4.8131;3.916;4.128;4.154;4.298;52.7;55.4;53.5;53.2
2007-03-31;1420.86;91.94;1.87;13165.5;856.94;2.45;2147.51;145.52;2.71;639.608;679.473;4.175;3.982;4.113;4.2;5.0276;4.5744;4.6443;4.8432;3.901;4.016;4.057;4.223;52.8;55.4;52.5;52.3
2007-02-28;1406.82;92.35;1.86;13045.02;857.91;2.47;2102.26;143.76;2.8;641.182;680.92;4.24;3.988;4.03;4.093;5.1239;4.6423;4.5657;4.6806;3.809;3.876;3.957;4.075;54.1;55.6;53.4;52.7
2007-01-31;1438.24;92.12;1.81;13034.12;867.76;2.47;2087.68;142.33;2.78;633.06;672.55;4.207;4.111;4.177;4.219;5.1031;4.9165;4.808;4.9069;3.712;3.968;4.1;4.223;50.4;55.5;52.7;52.7
2006-12-31;1418.3;87.01;1.74;12908.39;802.01;2.4;2074.48;138.21;2.77;633.82;672.23;4.08;4.028;4.086;4.138;5.0061;4.808;4.7022;4.8095;3.608;3.903;3.948;4.052;51.4;56.5;53.4;53.4
2006-11-30;1400.63;87.34;1.76;12752.38;800.33;2.41;2012.31;138.71;2.85;638.77;676.13;4.174;3.873;3.903;3.992;5.0193;4.6084;4.4581;4.5619;3.561;3.658;3.695;3.836;50.3;56.6;53.2;53.6
2006-10-31;1377.94;87.09;1.79;12344.59;784.83;2.4;1957.64;134.38;2.78;632.06;669.41;4.19;3.976;4.026;4.085;5.0727;4.6926;4.5981;4.7153;3.377;3.678;3.741;3.844;51.4;57;53.7;53.5
2006-09-30;1335.85;86.26;1.82;11761.27;793.61;2.54;1885.26;134.34;2.94;629.4;666.26;4.168;3.906;4.001;4.085;4.8719;4.6829;4.6276;4.7619;3.304;3.585;3.709;3.901;52.2;56.6;54.2;53.8
2006-08-31;1303.82;86.27;1.87;12073.75;792.56;2.44;1885.49;135.63;2.93;622.84;659.55;4.186;3.974;4.109;4.193;5.0297;4.7754;4.7258;4.8768;3.184;3.522;3.76;4.015;53.7;56.5;54.2;53.1
2006-07-31;1276.66;86.38;1.9;11830.96;798.51;2.44;1839.66;136.24;3.03;612.6;649.37;4.193;4.125;4.314;4.377;5.0684;4.95;4.9794;5.0649;3.06;3.512;3.921;4.193;53;57.4;54.4;52.9
2006-06-30;1270.2;85.57;1.9;11612.87;776.63;2.45;1822.88;132.27;2.95;600.27;637.53;4.335;4.405;4.584;4.614;4.9757;5.1498;5.1364;5.1859;2.958;3.574;4.071;4.308;52;57.7;54.1;53.5
2006-05-31;1270.09;85.17;1.91;11744.52;770.7;2.42;1826.73;133.56;3.02;603.03;640.27;4.223;4.182;4.445;4.497;4.833;5.033;5.1186;5.2277;2.8;3.355;3.982;4.269;53.7;57;54.5;53.5
2006-04-30;1310.61;84.98;1.82;12204.17;763.08;2.25;1910.15;129.71;2.79;600.8;637.85;4.113;4.134;4.468;4.518;4.7578;4.8583;5.0505;5.1615;2.688;3.379;3.951;4.186;55.2;56.7;55.1;54.2
2006-03-31;1294.83;84.54;1.84;12110.61;769.34;2.32;1827.65;122.85;2.8;606.48;642.39;3.877;3.992;4.262;4.26;4.6023;4.8161;4.8472;4.8898;2.702;3.29;3.771;3.986;54.3;56.1;54.3;51.9
2006-02-28;1280.66;84.48;1.87;11688.34;763.13;2.01;1776.42;122.58;2.91;608.58;643.67;3.811;3.951;4.126;4.145;4.6156;4.6746;4.551;4.5075;2.572;3.021;3.489;3.716;55.8;54.5;54.9;53.2
2006-01-31;1280.09;84.34;1.85;11945.64;759.04;1.91;1782.57;123.33;2.9;605.3;641.01;3.56;3.859;4.166;4.244;4.46;4.5155;4.5152;4.6768;2.516;2.955;3.467;3.728;55;53.5;54.4;52
